wave,control_id,control_name,target_id,repository_name,applicability_state,applicability_rationale,applicability_owner,evaluation_state,evidence_state,result_state,promotion_state
2D,EMS-CTRL-044,Secrets Management,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-044,Secrets Management,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-044,Secrets Management,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-044,Secrets Management,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-044,Secrets Management,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-044,Secrets Management,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-044,Secrets Management,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-045,Cloud Resource Tagging,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-045,Cloud Resource Tagging,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-045,Cloud Resource Tagging,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-045,Cloud Resource Tagging,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-045,Cloud Resource Tagging,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-045,Cloud Resource Tagging,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-045,Cloud Resource Tagging,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-046,Backup Verification,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-046,Backup Verification,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-046,Backup Verification,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-046,Backup Verification,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-046,Backup Verification,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-046,Backup Verification,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-046,Backup Verification,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-047,Restore Validation,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-047,Restore Validation,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-047,Restore Validation,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-047,Restore Validation,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-047,Restore Validation,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-047,Restore Validation,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-047,Restore Validation,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-048,Environment Separation,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-048,Environment Separation,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-048,Environment Separation,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-048,Environment Separation,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-048,Environment Separation,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-048,Environment Separation,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-048,Environment Separation,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-049,Approved AI Platforms,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-049,Approved AI Platforms,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-049,Approved AI Platforms,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-049,Approved AI Platforms,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-049,Approved AI Platforms,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-049,Approved AI Platforms,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-049,Approved AI Platforms,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-050,Prompt Data Classification,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-050,Prompt Data Classification,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-050,Prompt Data Classification,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-050,Prompt Data Classification,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-050,Prompt Data Classification,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-050,Prompt Data Classification,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-050,Prompt Data Classification,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-051,Human Review of AI Code,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-051,Human Review of AI Code,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-051,Human Review of AI Code,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-051,Human Review of AI Code,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-051,Human Review of AI Code,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-051,Human Review of AI Code,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-051,Human Review of AI Code,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-052,AI Attribution,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-052,AI Attribution,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-052,AI Attribution,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-052,AI Attribution,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-052,AI Attribution,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-052,AI Attribution,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-052,AI Attribution,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-053,AI Security Review,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-053,AI Security Review,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-053,AI Security Review,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-053,AI Security Review,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-053,AI Security Review,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-053,AI Security Review,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-053,AI Security Review,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-054,AI Model Risk Review,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-054,AI Model Risk Review,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-054,AI Model Risk Review,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-054,AI Model Risk Review,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-054,AI Model Risk Review,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-054,AI Model Risk Review,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-054,AI Model Risk Review,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-055,Policy Before Execution,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-055,Policy Before Execution,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-055,Policy Before Execution,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-055,Policy Before Execution,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-055,Policy Before Execution,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-055,Policy Before Execution,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-055,Policy Before Execution,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-056,Agent Identity Verification,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-056,Agent Identity Verification,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-056,Agent Identity Verification,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-056,Agent Identity Verification,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-056,Agent Identity Verification,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-056,Agent Identity Verification,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-056,Agent Identity Verification,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-057,Audit Envelope Generation,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-057,Audit Envelope Generation,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-057,Audit Envelope Generation,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-057,Audit Envelope Generation,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-057,Audit Envelope Generation,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-057,Audit Envelope Generation,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-057,Audit Envelope Generation,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-058,Fail-Closed Authorization,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-058,Fail-Closed Authorization,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-058,Fail-Closed Authorization,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-058,Fail-Closed Authorization,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-058,Fail-Closed Authorization,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-058,Fail-Closed Authorization,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-058,Fail-Closed Authorization,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-059,Execution Isolation Validation,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-059,Execution Isolation Validation,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-059,Execution Isolation Validation,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-059,Execution Isolation Validation,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-059,Execution Isolation Validation,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-059,Execution Isolation Validation,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-059,Execution Isolation Validation,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-060,Zero Trust Integration Testing,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-060,Zero Trust Integration Testing,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-060,Zero Trust Integration Testing,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-060,Zero Trust Integration Testing,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-060,Zero Trust Integration Testing,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-060,Zero Trust Integration Testing,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-060,Zero Trust Integration Testing,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-061,Database Migration Review,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-061,Database Migration Review,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-061,Database Migration Review,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-061,Database Migration Review,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-061,Database Migration Review,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-061,Database Migration Review,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-061,Database Migration Review,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-062,Schema Version Control,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-062,Schema Version Control,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-062,Schema Version Control,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-062,Schema Version Control,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-062,Schema Version Control,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-062,Schema Version Control,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-062,Schema Version Control,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-063,Data Classification,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-063,Data Classification,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-063,Data Classification,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-063,Data Classification,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-063,Data Classification,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-063,Data Classification,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-063,Data Classification,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-064,Database Backup Validation,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-064,Database Backup Validation,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-064,Database Backup Validation,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-064,Database Backup Validation,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-064,Database Backup Validation,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-064,Database Backup Validation,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-064,Database Backup Validation,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-065,Data Retention Compliance,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-065,Data Retention Compliance,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-065,Data Retention Compliance,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-065,Data Retention Compliance,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-065,Data Retention Compliance,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
